driver,lap,pos,life,compound,time,avg_prev_3_time,pace_delta
ALB,20,10.0,20,MEDIUM,95.212,95.33066666666667,2.2833333333333456
BEA,20,11.0,20,MEDIUM,95.105,95.15999999999998,2.112666666666655
OCO,20,12.0,20,MEDIUM,95.21,95.10633333333334,2.0590000000000117
BOR,20,13.0,20,MEDIUM,95.789,95.70966666666668,2.6623333333333505
LIN,20,14.0,20,MEDIUM,96.422,96.25166666666667,3.204333333333338
PER,20,15.0,20,MEDIUM,96.498,96.46633333333334,3.419000000000011
ALO,20,16.0,20,MEDIUM,96.221,96.74266666666665,3.6953333333333234
BOT,20,17.0,14,SOFT,97.904,96.79566666666666,3.748333333333335
STR,20,18.0,20,MEDIUM,96.851,96.644,3.5966666666666782
NOR,21,1.0,21,MEDIUM,92.881,93.08033333333333,0.0
ANT,21,2.0,21,MEDIUM,93.149,93.19999999999999,0.11966666666666015
PIA,21,3.0,21,MEDIUM,93.541,93.736,0.6556666666666757
HAM,21,4.0,21,MEDIUM,94.197,94.15766666666667,1.0773333333333426
LEC,21,5.0,21,MEDIUM,98.504,93.64,0.5596666666666721
VER,21,6.0,15,HARD,93.341,93.63766666666668,0.5573333333333466
COL,21,7.0,21,MEDIUM,94.967,94.58333333333333,1.5030000000000001
SAI,21,8.0,21,MEDIUM,94.968,95.012,1.931666666666672
ALB,21,9.0,21,MEDIUM,94.879,95.12666666666667,2.0463333333333367
BEA,21,10.0,21,MEDIUM,95.271,95.12599999999999,2.045666666666662
OCO,21,11.0,21,MEDIUM,95.117,95.134,2.053666666666672
RUS,21,12.0,1,HARD,105.973,95.68166666666667,2.6013333333333435
BOR,21,13.0,21,MEDIUM,95.15,95.80833333333334,2.7280000000000086
LIN,21,14.0,21,MEDIUM,96.012,96.40899999999999,3.3286666666666633
PER,21,15.0,21,MEDIUM,96.52,96.48699999999998,3.406666666666652
ALO,21,16.0,21,MEDIUM,96.561,96.66533333333332,3.5849999999999937
BOT,21,17.0,15,SOFT,102.797,97.175,4.094666666666669
STR,21,18.0,21,MEDIUM,101.443,96.80400000000002,3.7236666666666878
NOR,22,1.0,22,MEDIUM,93.048,93.02733333333333,0.0
ANT,22,2.0,22,MEDIUM,92.779,93.16833333333334,0.14100000000000534
PIA,22,3.0,22,MEDIUM,93.874,93.57866666666666,0.5513333333333321
HAM,22,4.0,22,MEDIUM,94.167,94.146,1.1186666666666696
VER,22,5.0,16,HARD,93.324,93.52799999999998,0.5006666666666462
COL,22,6.0,22,MEDIUM,94.275,94.68766666666666,1.6603333333333268
SAI,22,7.0,22,MEDIUM,94.601,94.847,1.819666666666663
ALB,22,8.0,22,MEDIUM,94.8,95.02333333333333,1.9959999999999951
BEA,22,9.0,22,MEDIUM,94.971,95.15766666666667,2.13033333333334
RUS,22,10.0,2,HARD,92.636,99.65333333333335,6.626000000000019
LEC,22,11.0,1,HARD,108.975,95.24400000000001,2.2166666666666828
OCO,22,12.0,22,MEDIUM,96.17,95.09766666666667,2.0703333333333376
BOR,22,13.0,22,MEDIUM,95.049,95.57733333333334,2.5500000000000114
LIN,22,14.0,22,MEDIUM,95.953,96.43299999999999,3.4056666666666615
PER,22,15.0,22,MEDIUM,96.255,96.47433333333333,3.4470000000000027
ALO,22,16.0,22,MEDIUM,96.294,96.53933333333333,3.5120000000000005
BOT,22,17.0,1,MEDIUM,111.648,99.20099999999998,6.173666666666648
STR,22,18.0,4,SOFT,110.529,98.43866666666668,5.411333333333346
NOR,23,1.0,23,MEDIUM,93.098,93.04066666666667,0.06100000000000705
ANT,23,2.0,23,MEDIUM,92.994,92.97966666666666,0.0
PIA,23,3.0,23,MEDIUM,93.83,93.63066666666667,0.6510000000000105
HAM,23,4.0,23,MEDIUM,93.926,94.19366666666667,1.2140000000000128
VER,23,5.0,17,HARD,93.355,93.509,0.5293333333333408
COL,23,6.0,23,MEDIUM,94.009,94.611,1.6313333333333446
SAI,23,7.0,23,MEDIUM,94.651,94.78966666666668,1.8100000000000165
ALB,23,8.0,23,MEDIUM,95.097,94.96366666666667,1.9840000000000089
RUS,23,9.0,3,HARD,93.752,99.241,6.26133333333334
LEC,23,10.0,2,HARD,93.886,100.38933333333334,7.409666666666681
BEA,23,11.0,23,MEDIUM,96.529,95.11566666666668,2.136000000000024
OCO,23,12.0,23,MEDIUM,95.001,95.49899999999998,2.5193333333333214
BOR,23,13.0,23,MEDIUM,94.653,95.32933333333334,2.3496666666666783
LIN,23,14.0,23,MEDIUM,95.698,96.12899999999998,3.149333333333317
PER,23,15.0,23,MEDIUM,96.617,96.42433333333332,3.444666666666663
ALO,23,16.0,23,MEDIUM,96.386,96.35866666666668,3.379000000000019
STR,23,17.0,5,SOFT,95.39,102.94099999999999,9.961333333333329
BOT,23,18.0,2,MEDIUM,96.375,104.11633333333333,11.13666666666667
NOR,24,1.0,24,MEDIUM,93.093,93.00900000000001,0.0350000000000108
ANT,24,2.0,24,MEDIUM,92.802,92.974,0.0
PIA,24,3.0,24,MEDIUM,93.64,93.74833333333333,0.7743333333333311
HAM,24,4.0,24,MEDIUM,94.057,94.09666666666668,1.1226666666666745
VER,24,5.0,18,HARD,93.11,93.33999999999999,0.36599999999998545
COL,24,6.0,24,MEDIUM,94.203,94.41700000000002,1.443000000000012
SAI,24,7.0,24,MEDIUM,94.624,94.74,1.7659999999999911
RUS,24,8.0,4,HARD,94.363,97.45366666666666,4.47966666666666
LEC,24,9.0,3,HARD,93.588,100.455,7.4809999999999945
ALB,24,10.0,24,MEDIUM,95.901,94.92533333333334,1.9513333333333378
BEA,24,11.0,24,MEDIUM,95.107,95.59033333333333,2.61633333333333
OCO,24,12.0,24,MEDIUM,95.213,95.42933333333333,2.4553333333333285
BOR,24,13.0,24,MEDIUM,94.996,94.95066666666668,1.9766666666666737
LIN,24,14.0,24,MEDIUM,95.891,95.88766666666665,2.913666666666643
PER,24,15.0,24,MEDIUM,96.353,96.464,3.489999999999995
ALO,24,16.0,24,MEDIUM,96.666,96.41366666666666,3.4396666666666533
STR,24,17.0,6,SOFT,97.141,102.454,9.47999999999999
BOT,24,18.0,3,MEDIUM,97.448,103.60666666666667,10.632666666666665
NOR,25,1.0,25,MEDIUM,93.384,93.07966666666665,0.2213333333333054
ANT,25,2.0,25,MEDIUM,93.068,92.85833333333335,0.0
PIA,25,3.0,25,MEDIUM,94.551,93.78133333333334,0.9229999999999876
HAM,25,4.0,25,MEDIUM,94.19,94.05,1.1916666666666487
VER,25,5.0,19,HARD,93.499,93.26299999999999,0.4046666666666425
COL,25,6.0,25,MEDIUM,94.237,94.16233333333334,1.3039999999999878
SAI,25,7.0,25,MEDIUM,95.297,94.62533333333333,1.7669999999999817
RUS,25,8.0,5,HARD,93.069,93.58366666666666,0.7253333333333103
LEC,25,9.0,4,HARD,92.986,98.81633333333333,5.957999999999984
ALB,25,10.0,25,MEDIUM,95.119,95.266,2.407666666666657
BEA,25,11.0,25,MEDIUM,95.015,95.53566666666666,2.6773333333333085
OCO,25,12.0,25,MEDIUM,95.403,95.46133333333334,2.6029999999999944
BOR,25,13.0,25,MEDIUM,95.001,94.89933333333333,2.0409999999999826
LIN,25,14.0,25,MEDIUM,96.038,95.84733333333332,2.988999999999976
PER,25,15.0,25,MEDIUM,96.732,96.40833333333332,3.5499999999999687
ALO,25,16.0,25,MEDIUM,96.477,96.44866666666667,3.5903333333333194
STR,25,17.0,7,SOFT,95.921,101.02,8.161666666666648
BOT,25,18.0,4,MEDIUM,96.449,101.82366666666667,8.96533333333332
NOR,26,1.0,26,MEDIUM,93.059,93.19166666666666,0.23699999999998056
ANT,26,2.0,26,MEDIUM,97.884,92.95466666666668,0.0
PIA,26,3.0,26,MEDIUM,94.071,94.00699999999999,1.0523333333333085
VER,26,4.0,20,HARD,93.844,93.32133333333333,0.3666666666666458
HAM,26,5.0,26,MEDIUM,94.984,94.05766666666666,1.1029999999999802
COL,26,6.0,26,MEDIUM,93.991,94.14966666666668,1.1949999999999932
RUS,26,7.0,6,HARD,93.423,93.72800000000001,0.7733333333333263
LEC,26,8.0,5,HARD,93.905,93.48666666666668,0.5319999999999965
SAI,26,9.0,26,MEDIUM,96.136,94.85733333333333,1.9026666666666472
ALB,26,10.0,26,MEDIUM,94.964,95.37233333333332,2.4176666666666335
OCO,26,11.0,26,MEDIUM,95.011,95.20566666666667,2.2509999999999906
BEA,26,12.0,26,MEDIUM,99.688,95.55033333333331,2.595666666666631
BOR,26,13.0,26,MEDIUM,94.911,94.88333333333334,1.9286666666666576
LIN,26,14.0,26,MEDIUM,95.835,95.87566666666665,2.920999999999964
PER,26,15.0,26,MEDIUM,96.278,96.56733333333334,3.612666666666655
ALO,26,16.0,26,MEDIUM,96.269,96.50966666666666,3.5549999999999784
STR,26,17.0,8,SOFT,96.024,96.15066666666667,3.1959999999999837
BOT,26,18.0,5,MEDIUM,96.262,96.75733333333334,3.802666666666653
NOR,27,1.0,27,MEDIUM,98.504,93.17866666666667,0.0
PIA,27,2.0,27,MEDIUM,93.95,94.08733333333333,0.9086666666666616
VER,27,3.0,21,HARD,93.472,93.48433333333332,0.305666666666653
ANT,27,4.0,1,HARD,105.601,94.58466666666668,1.406000000000006
COL,27,5.0,27,MEDIUM,94.275,94.14366666666668,0.9650000000000034
HAM,27,6.0,27,MEDIUM,99.396,94.41033333333333,1.231666666666655
RUS,27,7.0,7,HARD,93.205,93.61833333333334,0.43966666666666754
LEC,27,8.0,6,HARD,92.922,93.49300000000001,0.31433333333333735
SAI,27,9.0,27,MEDIUM,94.842,95.35233333333332,2.173666666666648
OCO,27,10.0,27,MEDIUM,95.469,95.209,2.0303333333333313
ALB,27,11.0,27,MEDIUM,99.764,95.32800000000002,2.1493333333333453
BOR,27,12.0,27,MEDIUM,95.252,94.96933333333334,1.7906666666666666
LIN,27,13.0,27,MEDIUM,96.07,95.92133333333334,2.742666666666665
BEA,27,14.0,1,HARD,108.534,96.60333333333334,3.424666666666667
PER,27,15.0,27,MEDIUM,96.385,96.45433333333331,3.2756666666666376
ALO,27,16.0,27,MEDIUM,96.071,96.47066666666666,3.2919999999999874
STR,27,17.0,9,SOFT,95.818,96.36200000000001,3.183333333333337
BOT,27,18.0,6,MEDIUM,96.571,96.71966666666667,3.540999999999997
VER,28,1.0,22,HARD,93.778,93.60499999999998,0.37266666666664605
ANT,28,2.0,2,HARD,92.914,98.851,5.61866666666667
NOR,28,3.0,1,HARD,107.153,94.98233333333333,1.75
PIA,28,4.0,28,MEDIUM,98.991,94.19066666666667,0.9583333333333428
COL,28,5.0,28,MEDIUM,94.391,94.16766666666668,0.9353333333333467
RUS,28,6.0,8,HARD,92.957,93.23233333333333,0.0
LEC,28,7.0,7,HARD,92.652,93.27100000000002,0.0386666666666855
HAM,28,8.0,1,HARD,107.869,96.19,2.957666666666668
SAI,28,9.0,28,MEDIUM,99.86,95.425,2.1926666666666677
OCO,28,10.0,28,MEDIUM,95.468,95.29433333333333,2.0619999999999976
BOR,28,11.0,28,MEDIUM,94.973,95.05466666666666,1.822333333333333
ALB,28,12.0,1,HARD,107.798,96.61566666666666,3.3833333333333258
BEA,28,13.0,2,HARD,93.744,101.07900000000001,7.846666666666678
LIN,28,14.0,28,MEDIUM,100.923,95.981,2.748666666666665
PER,28,15.0,28,MEDIUM,96.919,96.46499999999999,3.2326666666666597
ALO,28,16.0,28,MEDIUM,95.985,96.27233333333334,3.0400000000000063
STR,28,17.0,10,SOFT,95.942,95.92099999999999,2.6886666666666628
BOT,28,18.0,7,MEDIUM,96.649,96.42733333333335,3.1950000000000216
ANT,29,1.0,3,HARD,92.331,98.79966666666667,5.639999999999986
NOR,29,2.0,2,HARD,93.451,99.572,6.412333333333322
VER,29,3.0,23,HARD,94.35,93.698,0.5383333333333127
COL,29,4.0,29,MEDIUM,94.323,94.21900000000001,1.0593333333333277
RUS,29,5.0,9,HARD,92.906,93.195,0.03533333333331257
LEC,29,6.0,8,HARD,92.786,93.15966666666668,0.0
PIA,29,7.0,1,HARD,107.494,95.67066666666666,2.5109999999999815
HAM,29,8.0,2,HARD,92.676,100.74966666666667,7.589999999999989
OCO,29,9.0,29,MEDIUM,95.526,95.31599999999999,2.1563333333333077
BOR,29,10.0,29,MEDIUM,95.023,95.04533333333332,1.885666666666637
SAI,29,11.0,1,HARD,108.534,96.94599999999998,3.786333333333303
ALB,29,12.0,2,HARD,93.875,100.842,7.682333333333318
BEA,29,13.0,3,HARD,94.061,100.65533333333333,7.495666666666651
ALO,29,14.0,29,MEDIUM,96.08,96.10833333333335,2.948666666666668
PER,29,15.0,29,MEDIUM,102.282,96.52733333333333,3.3676666666666506
LIN,29,16.0,1,HARD,109.027,97.60933333333332,4.449666666666644
STR,29,17.0,11,SOFT,95.773,95.928,2.7683333333333167
BOT,29,18.0,8,MEDIUM,96.481,96.49399999999999,3.334333333333305
ANT,30,1.0,4,HARD,92.21,96.94866666666667,4.161999999999992
NOR,30,2.0,3,HARD,92.247,99.70266666666667,6.915999999999997
VER,30,3.0,24,HARD,94.172,93.86666666666667,1.0799999999999983
COL,30,4.0,30,MEDIUM,94.192,94.32966666666668,1.5430000000000064
RUS,30,5.0,10,HARD,93.639,93.02266666666667,0.23599999999999
LEC,30,6.0,9,HARD,93.416,92.78666666666668,0.0
PIA,30,7.0,2,HARD,91.949,100.145,7.35833333333332
HAM,30,8.0,3,HARD,92.712,99.98033333333335,7.193666666666672
OCO,30,9.0,30,MEDIUM,95.393,95.48766666666667,2.7009999999999934
BOR,30,10.0,30,MEDIUM,95.026,95.08266666666667,2.2959999999999923
SAI,30,11.0,2,HARD,93.026,101.07866666666666,8.291999999999987
ALB,30,12.0,3,HARD,93.784,100.479,7.692333333333323
BEA,30,13.0,4,HARD,93.841,98.77966666666669,5.993000000000009
ALO,30,14.0,30,MEDIUM,96.191,96.04533333333335,3.25866666666667
LIN,30,15.0,2,HARD,94.058,102.00666666666666,9.219999999999985
PER,30,16.0,1,HARD,109.853,98.52866666666665,5.741999999999976
STR,30,17.0,12,SOFT,95.505,95.84433333333334,3.0576666666666625
BOT,30,18.0,9,MEDIUM,102.584,96.56700000000001,3.7803333333333313
ANT,31,1.0,5,HARD,92.258,92.485,0.0
NOR,31,2.0,4,HARD,92.069,97.617,5.132000000000005
VER,31,3.0,25,HARD,93.281,94.10000000000001,1.615000000000009
LEC,31,4.0,10,HARD,92.945,92.95133333333335,0.4663333333333526
RUS,31,5.0,11,HARD,94.234,93.16733333333333,0.6823333333333323
PIA,31,6.0,3,HARD,92.439,99.47800000000001,6.993000000000009
COL,31,7.0,31,MEDIUM,99.432,94.302,1.8170000000000073
HAM,31,8.0,4,HARD,92.864,97.75233333333334,5.26733333333334
BOR,31,9.0,31,MEDIUM,95.204,95.00733333333334,2.5223333333333358
OCO,31,10.0,31,MEDIUM,100.336,95.46233333333333,2.977333333333334
SAI,31,11.0,3,HARD,93.311,100.47333333333334,7.988333333333344
ALB,31,12.0,4,HARD,93.837,98.48566666666666,6.00066666666666
BEA,31,13.0,5,HARD,94.085,93.882,1.3970000000000056
ALO,31,14.0,31,MEDIUM,96.39,96.08533333333332,3.6003333333333245
LIN,31,15.0,3,HARD,94.175,101.336,8.850999999999999
PER,31,16.0,2,HARD,94.895,103.01799999999999,10.532999999999987
STR,31,17.0,13,SOFT,95.432,95.74000000000001,3.2550000000000097
BOT,31,18.0,10,MEDIUM,108.779,98.57133333333333,6.086333333333329
ANT,32,1.0,6,HARD,92.046,92.26633333333332,0.0
NOR,32,2.0,5,HARD,92.155,92.589,0.3226666666666773
VER,32,3.0,26,HARD,93.582,93.93433333333333,1.6680000000000064
LEC,32,4.0,11,HARD,92.995,93.04900000000002,0.7826666666666995
RUS,32,5.0,12,HARD,93.326,93.593,1.3266666666666822
PIA,32,6.0,4,HARD,92.398,97.294,5.027666666666676
HAM,32,7.0,5,HARD,93.121,92.75066666666667,0.48433333333335327
COL,32,8.0,1,HARD,108.726,95.98233333333333,3.716000000000008
SAI,32,9.0,4,HARD,93.737,98.29033333333332,6.024000000000001
ALB,32,10.0,5,HARD,94.194,93.832,1.5656666666666723
BEA,32,11.0,6,HARD,94.102,93.99566666666665,1.7293333333333294
BOR,32,12.0,32,MEDIUM,100.472,95.08433333333333,2.818000000000012
OCO,32,13.0,1,HARD,109.454,97.085,4.818666666666672
ALO,32,14.0,32,MEDIUM,96.335,96.22033333333333,3.9540000000000077
LIN,32,15.0,4,HARD,94.378,99.08666666666666,6.820333333333338
PER,32,16.0,3,HARD,95.379,102.34333333333332,10.076999999999998
STR,32,17.0,14,SOFT,95.601,95.57,3.303666666666672
BOT,32,18.0,11,MEDIUM,99.743,102.61466666666666,10.348333333333343
ANT,33,1.0,7,HARD,92.113,92.17133333333334,0.014333333333340192
NOR,33,2.0,6,HARD,91.991,92.157,0.0
VER,33,3.0,27,HARD,93.542,93.67833333333334,1.5213333333333452
LEC,33,4.0,12,HARD,93.075,93.11866666666667,0.9616666666666731
RUS,33,5.0,13,HARD,93.547,93.73299999999999,1.5759999999999934
PIA,33,6.0,5,HARD,93.32,92.262,0.10500000000000398
HAM,33,7.0,6,HARD,92.98,92.899,0.7420000000000044
COL,33,8.0,2,HARD,93.035,100.78333333333335,8.62633333333335
SAI,33,9.0,5,HARD,93.547,93.358,1.2010000000000076
ALB,33,10.0,6,HARD,94.24,93.93833333333333,1.781333333333336
BEA,33,11.0,7,HARD,93.867,94.00933333333334,1.8523333333333483
OCO,33,12.0,2,HARD,93.712,101.72766666666666,9.570666666666668
BOR,33,13.0,1,HARD,108.829,96.90066666666667,4.74366666666667
LIN,33,14.0,5,HARD,95.071,94.20366666666666,2.046666666666667
ALO,33,15.0,33,MEDIUM,96.708,96.30533333333334,4.1483333333333405
PER,33,16.0,4,HARD,95.011,100.04233333333332,7.885333333333321
STR,33,17.0,15,SOFT,95.203,95.51266666666668,3.3556666666666786
BOT,33,18.0,12,MEDIUM,97.687,103.702,11.545000000000002
ANT,34,1.0,8,HARD,91.968,92.13900000000001,0.06733333333335167
NOR,34,2.0,7,HARD,92.32,92.07166666666666,0.0
VER,34,3.0,28,HARD,93.462,93.46833333333332,1.3966666666666612
LEC,34,4.0,13,HARD,92.971,93.00500000000001,0.9333333333333513
RUS,34,5.0,14,HARD,94.33,93.70233333333333,1.63066666666667
PIA,34,6.0,6,HARD,94.217,92.719,0.6473333333333358
HAM,34,7.0,7,HARD,93.174,92.98833333333334,0.9166666666666856
COL,34,8.0,3,HARD,93.07,100.39766666666667,8.326000000000008
SAI,34,9.0,6,HARD,94.042,93.53166666666665,1.4599999999999937
ALB,34,10.0,7,HARD,94.433,94.09033333333333,2.0186666666666753
BEA,34,11.0,8,HARD,94.303,94.01799999999999,1.9463333333333281
OCO,34,12.0,3,HARD,94.051,101.16733333333333,9.095666666666673
BOR,34,13.0,2,HARD,93.559,101.50166666666667,9.430000000000007
LIN,34,14.0,6,HARD,95.023,94.54133333333333,2.4696666666666687
ALO,34,15.0,34,MEDIUM,95.644,96.47766666666666,4.406000000000006
PER,34,16.0,5,HARD,95.312,95.09499999999998,3.0233333333333263
STR,34,17.0,16,SOFT,95.849,95.41199999999999,3.3403333333333336
BOT,34,18.0,13,MEDIUM,97.857,102.06966666666666,9.998000000000005
ANT,35,1.0,9,HARD,92.487,92.04233333333333,0.0
NOR,35,2.0,8,HARD,91.869,92.15533333333333,0.11299999999999955
VER,35,3.0,29,HARD,93.45,93.52866666666667,1.4863333333333344
LEC,35,4.0,14,HARD,92.993,93.01366666666668,0.971333333333348
PIA,35,5.0,7,HARD,94.257,93.31166666666667,1.2693333333333356
RUS,35,6.0,15,HARD,94.952,93.73433333333332,1.691999999999993
HAM,35,7.0,8,HARD,92.939,93.09166666666665,1.0493333333333226
COL,35,8.0,4,HARD,93.162,98.277,6.234666666666669
SAI,35,9.0,7,HARD,93.968,93.77533333333334,1.733000000000004
ALB,35,10.0,8,HARD,94.296,94.289,2.2466666666666697
BEA,35,11.0,9,HARD,94.198,94.09066666666666,2.048333333333332
OCO,35,12.0,4,HARD,93.87,99.07233333333333,7.030000000000001
BOR,35,13.0,3,HARD,93.902,100.95333333333332,8.910999999999987
LIN,35,14.0,7,HARD,94.864,94.824,2.7816666666666663
ALO,35,15.0,35,MEDIUM,96.543,96.229,4.186666666666667
PER,35,16.0,6,HARD,95.648,95.234,3.191666666666663
STR,35,17.0,17,SOFT,98.513,95.551,3.50866666666667
BOT,35,18.0,14,MEDIUM,97.114,98.42899999999999,6.386666666666656
ANT,36,1.0,10,HARD,92.354,92.18933333333332,0.12933333333332087
NOR,36,2.0,9,HARD,92.326,92.06,0.0
VER,36,3.0,30,HARD,93.354,93.48466666666667,1.424666666666667
LEC,36,4.0,15,HARD,92.879,93.01300000000002,0.9530000000000172
PIA,36,5.0,8,HARD,93.268,93.93133333333333,1.8713333333333253
RUS,36,6.0,16,HARD,93.722,94.27633333333334,2.2163333333333384
HAM,36,7.0,9,HARD,93.669,93.031,0.9710000000000036
COL,36,8.0,5,HARD,93.341,93.08900000000001,1.0290000000000106
SAI,36,9.0,8,HARD,93.818,93.85233333333333,1.7923333333333318
ALB,36,10.0,9,HARD,94.201,94.323,2.262999999999991
BEA,36,11.0,10,HARD,94.273,94.12266666666666,2.062666666666658
OCO,36,12.0,5,HARD,94.25,93.87766666666666,1.8176666666666534
BOR,36,13.0,4,HARD,93.59,98.76333333333332,6.703333333333319
LIN,36,14.0,8,HARD,94.863,94.98599999999999,2.9259999999999877
ALO,36,15.0,36,MEDIUM,96.451,96.29833333333335,4.238333333333344
PER,36,16.0,7,HARD,97.862,95.32366666666665,3.2636666666666514
STR,36,17.0,18,SOFT,96.018,96.52166666666666,4.461666666666659
BOT,36,18.0,15,MEDIUM,98.662,97.55266666666667,5.492666666666665
ANT,37,1.0,11,HARD,92.483,92.26966666666668,0.09800000000001319
NOR,37,2.0,10,HARD,92.391,92.17166666666667,0.0
VER,37,3.0,31,HARD,93.113,93.42200000000001,1.2503333333333444
LEC,37,4.0,16,HARD,93.155,92.94766666666669,0.7760000000000247
PIA,37,5.0,9,HARD,92.836,93.91399999999999,1.7423333333333204
RUS,37,6.0,17,HARD,93.203,94.33466666666668,2.163000000000011
HAM,37,7.0,10,HARD,94.803,93.26066666666667,1.0889999999999986
COL,37,8.0,6,HARD,93.756,93.19100000000002,1.0193333333333499
SAI,37,9.0,9,HARD,94.082,93.94266666666668,1.771000000000015
ALB,37,10.0,10,HARD,94.485,94.31,2.1383333333333354
BEA,37,11.0,11,HARD,94.245,94.258,2.0863333333333287
OCO,37,12.0,6,HARD,94.361,94.057,1.8853333333333353
BOR,37,13.0,5,HARD,93.745,93.68366666666667,1.5120000000000005
LIN,37,14.0,9,HARD,95.058,94.91666666666667,2.7450000000000045
ALO,37,15.0,37,MEDIUM,96.558,96.21266666666666,4.040999999999997
PER,37,16.0,8,HARD,95.733,96.274,4.102333333333334
STR,37,17.0,19,SOFT,101.024,96.79333333333334,4.62166666666667
BOT,37,18.0,16,MEDIUM,98.08,97.87766666666666,5.705999999999989
ANT,38,1.0,12,HARD,92.423,92.44133333333333,0.2459999999999951
NOR,38,2.0,11,HARD,92.383,92.19533333333334,0.0
VER,38,3.0,32,HARD,93.148,93.30566666666668,1.1103333333333438
LEC,38,4.0,17,HARD,92.993,93.00900000000001,0.813666666666677
PIA,38,5.0,10,HARD,92.55,93.45366666666666,1.2583333333333258
RUS,38,6.0,18,HARD,93.237,93.959,1.7636666666666656
HAM,38,7.0,11,HARD,93.552,93.80366666666667,1.6083333333333343
COL,38,8.0,7,HARD,93.724,93.41966666666667,1.224333333333334
SAI,38,9.0,10,HARD,94.237,93.956,1.7606666666666655
ALB,38,10.0,11,HARD,94.44,94.32733333333333,2.131999999999991
BEA,38,11.0,12,HARD,94.369,94.23866666666667,2.0433333333333366
OCO,38,12.0,7,HARD,94.538,94.16033333333333,1.9649999999999892
BOR,38,13.0,6,HARD,93.932,93.74566666666668,1.5503333333333416
LIN,38,14.0,10,HARD,94.729,94.92833333333333,2.73299999999999
ALO,38,15.0,38,MEDIUM,96.87,96.51733333333334,4.322000000000003
PER,38,16.0,9,HARD,95.539,96.41433333333332,4.21899999999998
STR,38,17.0,1,SOFT,109.547,98.51833333333333,6.322999999999993
BOT,38,18.0,17,MEDIUM,97.759,97.952,5.756666666666661
ANT,39,1.0,13,HARD,92.382,92.42,0.05333333333334167
NOR,39,2.0,12,HARD,92.657,92.36666666666666,0.0
VER,39,3.0,33,HARD,93.168,93.205,0.8383333333333383
LEC,39,4.0,18,HARD,92.755,93.00900000000001,0.6423333333333545
PIA,39,5.0,11,HARD,92.593,92.88466666666666,0.5180000000000007
RUS,39,6.0,19,HARD,92.977,93.38733333333334,1.0206666666666848
HAM,39,7.0,12,HARD,93.098,94.008,1.6413333333333355
COL,39,8.0,8,HARD,93.717,93.60700000000001,1.2403333333333535
SAI,39,9.0,11,HARD,94.234,94.04566666666666,1.679000000000002
ALB,39,10.0,12,HARD,94.337,94.37533333333333,2.00866666666667
BEA,39,11.0,13,HARD,94.403,94.29566666666666,1.929000000000002
OCO,39,12.0,8,HARD,94.429,94.383,2.0163333333333355
BOR,39,13.0,7,HARD,93.955,93.75566666666667,1.38900000000001
LIN,39,14.0,11,HARD,94.548,94.88333333333333,2.5166666666666657
ALO,39,15.0,39,MEDIUM,96.394,96.62633333333333,4.259666666666675
PER,39,16.0,10,HARD,95.829,96.37799999999999,4.011333333333326
STR,39,17.0,2,SOFT,95.112,102.19633333333333,9.829666666666668
BOT,39,18.0,18,MEDIUM,99.233,98.16699999999999,5.800333333333327
ANT,40,1.0,14,HARD,92.878,92.42933333333333,0.0
NOR,40,2.0,13,HARD,92.64,92.47700000000002,0.04766666666668584
VER,40,3.0,34,HARD,93.505,93.14299999999999,0.7136666666666542
LEC,40,4.0,19,HARD,92.767,92.96766666666667,0.5383333333333411
PIA,40,5.0,12,HARD,92.524,92.65966666666667,0.23033333333333417
RUS,40,6.0,20,HARD,93.177,93.13900000000001,0.7096666666666778
HAM,40,7.0,13,HARD,93.451,93.81766666666668,1.3883333333333496
COL,40,8.0,9,HARD,93.734,93.73233333333333,1.3029999999999973
SAI,40,9.0,12,HARD,93.988,94.18433333333333,1.7549999999999955
ALB,40,10.0,13,HARD,94.439,94.42066666666666,1.9913333333333298
BEA,40,11.0,14,HARD,94.359,94.339,1.9096666666666664
OCO,40,12.0,9,HARD,94.464,94.44266666666668,2.0133333333333496
BOR,40,13.0,8,HARD,94.035,93.87733333333334,1.4480000000000075
LIN,40,14.0,12,HARD,94.681,94.77833333333332,2.3489999999999895
ALO,40,15.0,40,MEDIUM,97.717,96.60733333333333,4.177999999999997
PER,40,16.0,11,HARD,97.17,95.70033333333333,3.271000000000001
STR,40,17.0,3,SOFT,94.958,101.89433333333334,9.465000000000003
BOT,40,18.0,19,MEDIUM,100.195,98.35733333333333,5.927999999999997
ANT,41,1.0,15,HARD,92.331,92.56099999999999,0.005333333333339851
NOR,41,2.0,14,HARD,92.676,92.56,0.004333333333349287
VER,41,3.0,35,HARD,93.775,93.27366666666667,0.7180000000000177
LEC,41,4.0,20,HARD,92.686,92.83833333333332,0.28266666666667106
PIA,41,5.0,13,HARD,92.8,92.55566666666665,0.0
RUS,41,6.0,21,HARD,92.898,93.13033333333334,0.5746666666666869
HAM,41,7.0,14,HARD,93.283,93.367,0.8113333333333514
COL,41,8.0,10,HARD,93.803,93.72500000000002,1.1693333333333698
SAI,41,9.0,13,HARD,94.315,94.153,1.5973333333333528
ALB,41,10.0,14,HARD,94.172,94.40533333333333,1.8496666666666783
BEA,41,11.0,15,HARD,94.444,94.377,1.8213333333333424
OCO,41,12.0,10,HARD,94.449,94.47699999999999,1.9213333333333367
BOR,41,13.0,9,HARD,93.639,93.974,1.4183333333333508
